#SampleID	Metaphlan2_Analysis
NB501206:21:HTCJ7BGXX:1:23302:7748:3165	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:2:11109:6086:17303	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:2:13106:18699:19530	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:2:23204:13150:4967	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:3:11406:11653:12523	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:3:11411:11463:18197	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:3:23608:6142:4849	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:4:11408:5465:17602	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:4:12402:20847:7594	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:4:13508:5404:12807	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:4:21511:25410:16051	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NB501206:21:HTCJ7BGXX:4:22404:10910:16878	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:1:11306:23752:4871	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:1:12211:17458:5763	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:2:11101:3888:12930	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:2:11107:5824:3845	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:2:13101:18559:18197	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:2:22201:13793:3918	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:3:11409:6302:12135	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:3:21404:14244:7489	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:3:21502:23816:12823	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:3:21505:25331:18929	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:4:21501:25828:1948	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:4:21601:21917:7267	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:4:22409:22094:12325	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine_herpesvirus_1|t__PRJNA78945
NS500216:292:HLWNMBGXX:2:11112:13183:12768	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_1|t__PRJNA181227
NB501206:21:HTCJ7BGXX:3:23612:22782:11529	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Poxviridae|g__Orthopoxvirus|s__Cowpox_virus|t__PRJNA14174
NS500216:292:HLWNMBGXX:4:13605:9757:9969	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus|s__Koala_retrovirus|t__PRJNA210799
NS500216:292:HLWNMBGXX:3:12505:13194:13491	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Bracovirus|s__Cotesia_congregata_bracovirus|t__PRJNA14556
NB501206:21:HTCJ7BGXX:4:11603:17676:16066	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Alphabaculovirus|s__Chrysodeixis_chalcites_nucleopolyhedrovirus|t__PRJNA15469
NB501206:21:HTCJ7BGXX:4:22608:14980:3913	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Poxviridae|g__Orthopoxvirus|s__Taterapox_virus|t__PRJNA17483
NB501206:21:HTCJ7BGXX:1:11106:18091:13781	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:1:22308:19387:15211	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:2:11204:19701:3577	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:2:13208:14453:9054	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:2:21206:15434:14253	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:3:13409:23415:10436	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:3:22509:12751:10401	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:3:23406:10457:5660	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:4:11507:18420:6247	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:4:21503:11856:12605	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:4:22512:7662:8708	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NS500216:292:HLWNMBGXX:1:21111:17304:15890	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NS500216:292:HLWNMBGXX:2:11101:18861:3576	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NS500216:292:HLWNMBGXX:2:11201:6296:6250	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NS500216:292:HLWNMBGXX:3:11612:17166:7766	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NS500216:292:HLWNMBGXX:3:13605:8945:16033	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NS500216:292:HLWNMBGXX:4:11503:6737:1154	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NS500216:292:HLWNMBGXX:4:12410:11687:9268	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Gryllus_bimaculatus_nudivirus|t__PRJNA19181
NB501206:21:HTCJ7BGXX:1:11212:12251:5698	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NB501206:21:HTCJ7BGXX:2:13104:21637:16549	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NB501206:21:HTCJ7BGXX:2:13310:16912:11344	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NB501206:21:HTCJ7BGXX:3:12410:10995:17946	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NB501206:21:HTCJ7BGXX:3:23609:2272:3414	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NS500216:292:HLWNMBGXX:2:13208:20378:17949	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NS500216:292:HLWNMBGXX:2:22103:25548:1566	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NS500216:292:HLWNMBGXX:2:23205:6144:8627	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NS500216:292:HLWNMBGXX:3:22508:20307:10009	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polydnaviridae|g__Ichnovirus|s__Glypta_fumiferanae_ichnovirus|t__PRJNA18767
NB501206:21:HTCJ7BGXX:2:21203:3055:19577	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL285|t__PRJNA14111
NS500216:292:HLWNMBGXX:3:21405:13012:12332	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL285|t__PRJNA14111
NS500216:292:HLWNMBGXX:1:23304:18010:2070	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL285|t__PRJNA14111
NB501206:21:HTCJ7BGXX:2:23202:2757:11742	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL285|t__PRJNA14111
NB501206:21:HTCJ7BGXX:4:11609:19264:3072	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL286|t__PRJNA14397
NS500216:292:HLWNMBGXX:4:23412:25913:16123	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL310|t__PRJNA14112
NB501206:21:HTCJ7BGXX:3:21609:10973:18145	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL310|t__PRJNA14112
NB501206:21:HTCJ7BGXX:2:12304:23759:8048	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL310|t__PRJNA14112
NB501206:21:HTCJ7BGXX:2:22204:2260:8809	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL310|t__PRJNA14112
NB501206:21:HTCJ7BGXX:2:13209:20502:4935	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL310|t__PRJNA14112
NS500216:292:HLWNMBGXX:1:11302:25881:2996	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL310|t__PRJNA14112
NS500216:292:HLWNMBGXX:3:12612:14584:9658	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_TP901_1|t__PRJNA14116
NS500216:292:HLWNMBGXX:1:22312:19946:13512	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_TP901_1|t__PRJNA14116
NS500216:292:HLWNMBGXX:3:23607:19187:11332	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_TP901_1|t__PRJNA14116
NB501206:21:HTCJ7BGXX:4:22602:23368:5103	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_ul36|t__PRJNA14331
NS500216:292:HLWNMBGXX:1:12305:11362:8782	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis
NB501206:21:HTCJ7BGXX:1:23304:15279:18585	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis
NS500216:292:HLWNMBGXX:3:22612:21571:18663	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis
NB501206:21:HTCJ7BGXX:4:23609:7346:1639	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NS500216:292:HLWNMBGXX:1:21207:17186:13393	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NS500216:292:HLWNMBGXX:3:22410:17486:6769	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NS500216:292:HLWNMBGXX:1:12107:8822:4228	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NS500216:292:HLWNMBGXX:2:22110:5266:1850	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NS500216:292:HLWNMBGXX:3:21412:26077:12377	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NB501206:21:HTCJ7BGXX:4:12608:5488:10967	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NS500216:292:HLWNMBGXX:1:11206:1139:2829	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NS500216:292:HLWNMBGXX:1:11207:26664:2833	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015
NS500216:292:HLWNMBGXX:2:12105:11326:13943	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NS500216:292:HLWNMBGXX:4:13408:2197:11733	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NB501206:21:HTCJ7BGXX:1:11109:15761:14621	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NB501206:21:HTCJ7BGXX:2:21210:11330:12199	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NB501206:21:HTCJ7BGXX:3:23410:24835:18409	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NB501206:21:HTCJ7BGXX:2:13307:14021:7907	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NB501206:21:HTCJ7BGXX:4:23607:19926:1574	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NS500216:292:HLWNMBGXX:2:12311:6544:9316	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NS500216:292:HLWNMBGXX:4:11611:19756:2324	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NS500216:292:HLWNMBGXX:4:12409:11275:4742	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae
NB501206:21:HTCJ7BGXX:2:22103:15173:9758	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__GCF_000169475
NS500216:292:HLWNMBGXX:1:12209:18856:13898	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__GCF_000169475
NB501206:21:HTCJ7BGXX:1:11211:18095:5141	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:1:13101:25331:1065	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:1:13302:7907:3410	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:1:21107:18455:18195	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:2:13109:9929:20358	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:4:13603:17386:12922	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NS500216:292:HLWNMBGXX:2:11110:21906:10878	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:2:22304:20143:18302	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:3:13602:18445:1826	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:4:13502:7701:1448	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:4:21509:8449:9734	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NB501206:21:HTCJ7BGXX:4:21512:26531:18292	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NS500216:292:HLWNMBGXX:1:21305:22412:14085	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NS500216:292:HLWNMBGXX:2:11111:19925:9548	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NS500216:292:HLWNMBGXX:3:12511:11047:9195	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NS500216:292:HLWNMBGXX:3:21603:3122:8569	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
NS500216:292:HLWNMBGXX:3:22512:25197:18573	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus
