578832	5
225799	15
222720	3
392111	2
143423	12
1008172	9
578837	2
471412	1
441019	14
16370	238
919490	113
303809	200
919491	7
4453060	2
4427221	7
14595	1
4437024	1
35088	8
164915	32
360936	1
4317631	8
591805	1
4436135	3
2676432	13
4329215	4078
54794	19
4408518	3
31123	1
4226754	1
854050	121
107195	3
1053321	9
4335457	2793
737331	5
4299026	10
4358723	8
4300206	23
524287	4
538642	2
1550603	13
534089	1
202131	1
746246	7309
807726	18
637546	6
719519	1
745358	8
3441309	2
536866	3
848816	16
188486	8
4390403	27
669726	1
197398	5112
220953	18
167999	4300
4305062	246
243229	22
1129461	21
195215	1
265604	4
190766	2
1039477	2628
3638723	2
1029678	1
509144	2
738230	4
524292	703
4394373	1
90040	212
338075	1
910097	1
318473	2
1032841	1
816642	15
138493	4
9870	3
358670	1
548453	1
801399	1
835357	14
519944	1
932477	1
2362317	16
189384	12
581021	5
252144	2
112159	16
891599	70
1107096	2
542714	28
1139272	43
572117	415
114936	4
571227	4
363625	3
295019	44
4428133	1
791406	510
1069880	1
590937	1
4477244	2
4374780	1
944063	945
328283	117
4352001	1
3892774	1
4467447	8
71341	10
228494	1
4411700	3
624099	2
4401902	1
4482598	8
1121955	34
458474	105
128300	10
2670715	4
528869	3
822899	129
153253	1
241462	6
554302	3
540940	1
194341	7
303838	7319
1919007	26
4319440	22
190782	68
1813872	24
182764	52
167618	5
861807	13
4308752	11
4345285	2
4297271	96
4298163	1
1055132	26
4378353	486
1757845	1
817550	14
1035532	1
1023950	60
4463892	6
4266982	2
2656868	21
516296	13
1045335	22
4323500	40
506496	7
4484389	9
845178	3
956654	20
217410	7
202165	1
324331	1
523025	11
893395	7
689357	2
330570	5
733401	1
563221	1
326116	13
143462	2
114950	15
761024	55
196131	2
555204	3
177421	4
299996	1
315429	1
587789	2
131883	2
525805	121
311867	1
370772	16
292364	33
183662	19
267416	58
179208	1
553429	2
870724	281
582932	42
274548	138
264748	23
4389053	1
1566189	15
39686	62
2588266	1
1005146	41
4438951	1
917351	141
657181	5044
558281	43
15129	889
887161	1
4313711	1
1007926	6
4457669	14
25923	30
4455887	14
1141577	4
888055	20
609964	25
965573	2
1113958	1
253061	7
91962	7
405425	1893
393051	11
129218	1
588688	1
251285	3
832316	41
226338	15
267423	2
633624	14
356523	326
520369	32
552544	35
540962	2
820738	1
516909	1
356529	17
288912	2049
720949	23
4406781	2200
290598	6
2468881	1
4378373	1
4389066	1
3359884	4
1105940	2
12464	1
1011396	1640
918257	4
4455895	2
1130892	57
1132675	25
300190	13
1135348	17
938851	13
1093571	6
2084364	7
818468	16
449595	2
669771	5321
2250983	9
1147925	142
851031	32
969149	732
407215	1
1890229	10
4444803	6
523046	3
1060104	21
227234	15
778478	1
146154	7
531067	1
974499	2
330592	15
266540	16
295053	441
542752	2
186352	1660
765602	4
302975	3
428705	85
844902	1
754911	6
542754	147
242389	2
661259	6
167646	1
328917	8
2858256	14
13361	9
1012294	1
1089121	18239
4307897	1253
1722623	59
935195	5
1136249	2
4302049	3
1010113	1
925397	19
301093	8
1009729	34
978067	13
4464413	1
778484	166
2663625	3
1015969	1
997770	1
4312845	2
1023988	7
4345912	5
53569	54
1059729	2
4381553	6
898871	8
138145	1
536521	6
369013	1
511475	1
589597	1
197052	1
546325	1
219229	6
821644	17
556126	419
4355718	7
676511	3
997777	4
557019	5
4380668	1
144388	10
540982	29
870751	67
143498	4
152001	80
576724	1
2949144	3
389615	1
142203	65
942927	39
590982	57
3718971	7
4417494	3
211706	5088
3698582	9
171712	3
1044481	10
3879458	1
1079331	6
3407515	16
4368597	24
1108638	35
807795	3
1126459	565
4405515	19
789184	1
1125569	2
4431355	1
549001	1
1041410	82
1065974	32
977188	18
987980	1
1076668	1
1139929	3
557023	330
2850749	1
188150	2
4420669	4
197060	12
1092300	203
306555	1
822544	2
4371765	2
303883	5
200021	2
248740	3
368134	700
1120717	2
275472	25
999569	15
343089	10
990153	51
1130519	1
4390479	3
348536	1
566930	2
562376	1216
165882	1
870762	29
582970	2
4297918	1
357449	1
241113	1
258548	13
462588	10
895813	2
281310	2
2668492	2
192215	13
3940440	2
1135374	5
829186	1
161925	25
4407305	8
819387	6
96451	1342
1135379	6
327050	149
1124689	4
4424239	1530
2358923	7
521294	14
2040235	2
11208	1
974121	15
916108	10
856510	460
523078	153
219248	2
197072	2
2012617	1
727218	2
4453748	1
70116	56
667621	1
822556	5
668514	3
151130	1
322203	1
678317	1
551696	7
123510	30
593672	13
578526	2
993831	12
30919	2
568727	6
984924	49
223307	2078
986708	3
162820	1
172621	8
352604	1
290235	21
4309301	1
1136275	1
291128	14
1136276	9
184209	240
1117566	6
1108656	24
605050	6
1105984	21
4386030	49
1088265	16637
1043210	7
4423357	8
1051230	4
2273298	7492
4341387	8
4376235	3
1033413	64
4376236	20
4477910	2
545460	19
818107	1
4438608	4
807415	16
818108	40
1063810	896
316378	1
728119	1
900973	4
1103807	2
168571	1
578533	1
338756	1
533886	1
311522	3
346778	9
2061739	1
372213	47
299659	6
164612	6
4434052	32
1606832	6
1758401	1
4302086	21
1115794	4
